CustomerID,Age,Income, TransactionFrequency, AverageTransactionValue,YearsWithBank,MostTransactionArea,CreditCard
5428,41,45380,17,230,4,Food,1
5429,31,35313,13,163,21,Shopping,1
5430,62,59898,1,160,5,Food,0
5431,42,37089,1,108,21,Entertainment,1
5432,51,34457,8,216,7,Entertainment,0
5433,20,44019,13,213,17,Entertainment,1
5434,41,72183,6,238,29,Entertainment,0
5435,59,57879,3,210,18,Utilities,0
5436,26,58832,16,301,23,Entertainment,0
5437,43,54293,10,208,1,Shopping,1
5438,37,35795,7,249,16,Food,1
5439,57,40399,3,183,9,Travel,0
5440,27,37850,14,154,12,Travel,1
5441,36,66373,16,235,19,Utilities,1
5442,20,54430,4,195,11,Travel,1
5443,41,24990,13,241,6,Entertainment,1
5444,22,71789,1,217,4,Travel,1
5445,20,45020,5,160,16,Shopping,1
5446,44,59800,18,253,3,Entertainment,1
5447,33,65785,12,156,8,Travel,1
5448,32,11568,11,231,16,Entertainment,0
5449,52,56818,9,264,29,Utilities,1
5450,29,46211,7,180,2,Shopping,0
5451,58,13671,14,257,13,Food,1
5452,61,33012,3,219,19,Entertainment,0
5453,43,43180,16,242,24,Shopping,0
5454,64,62684,7,158,16,Utilities,0
5455,51,47356,1,210,19,Utilities,0
5456,40,52221,6,129,8,Shopping,1
5457,48,44658,6,285,23,Travel,1
5458,37,66318,10,99,2,Shopping,1
5459,29,57815,12,182,1,Travel,0
5460,40,52442,19,153,17,Travel,0
5461,21,32853,6,233,18,Shopping,1
5462,40,51797,14,296,7,Utilities,0
5463,18,91728,3,232,9,Food,1
5464,42,61929,10,348,23,Food,0
5465,19,38909,9,131,3,Shopping,0
5466,47,77786,19,134,24,Entertainment,0
5467,20,38249,15,155,24,Shopping,0
5468,38,60714,9,206,25,Food,0
5469,42,49307,19,148,11,Shopping,1
5470,37,52731,8,162,28,Utilities,0
5471,39,53282,4,231,16,Food,0
5472,38,46286,5,138,29,Food,0
5473,50,44159,19,143,9,Food,1
5474,55,30247,14,180,12,Utilities,1
5475,32,33124,18,184,14,Food,1
5476,63,55009,19,250,25,Entertainment,0
5477,32,39759,6,154,4,Food,1
5478,63,36349,5,163,26,Shopping,0
5479,42,92409,11,229,4,Entertainment,0
5480,38,87340,5,240,11,Travel,0
5481,41,58712,8,271,2,Food,0
5482,22,60822,5,223,24,Travel,1
5483,23,37813,11,206,18,Travel,0
5484,60,32221,13,228,3,Utilities,0
5485,61,44894,6,186,25,Shopping,1
5486,64,50004,5,186,2,Shopping,0
5487,40,60696,18,111,1,Travel,0
5488,21,22544,10,244,5,Utilities,0
5489,44,82208,16,210,7,Entertainment,0
5490,35,53720,14,238,20,Food,1
5491,38,26739,15,59,4,Entertainment,0
5492,45,52362,3,197,27,Food,0
5493,52,36463,3,157,3,Travel,1
5494,39,35411,12,275,6,Utilities,0
5495,57,34063,15,230,12,Utilities,1
5496,40,46152,11,211,29,Shopping,0
5497,20,81540,10,178,16,Shopping,0
5498,57,51389,15,219,8,Entertainment,1
5499,27,60408,18,153,11,Shopping,1
5500,42,64077,14,195,13,Food,1
5501,25,47828,6,171,14,Utilities,1
5502,28,32584,14,313,27,Utilities,1
5503,22,26018,16,273,18,Travel,0
5504,62,44188,2,253,22,Travel,0
5505,54,67159,19,125,8,Entertainment,0
5506,62,64030,5,243,1,Travel,1
5507,55,53845,11,209,4,Food,0
5508,46,55833,11,261,17,Shopping,0
5509,22,47947,19,216,20,Shopping,1
5510,26,42777,18,199,27,Entertainment,0
5511,19,38927,8,211,25,Shopping,0
5512,18,27928,12,109,22,Utilities,0
5513,57,76956,9,161,6,Shopping,1
5514,47,52566,3,218,5,Travel,1
5515,28,43363,6,256,14,Utilities,0
5516,45,77317,1,172,19,Travel,1
5517,61,80179,17,197,14,Travel,0
5518,29,91177,3,119,2,Entertainment,1
5519,56,46275,18,272,9,Entertainment,1
5520,43,51578,18,255,25,Utilities,0
5521,30,59764,2,232,7,Shopping,0
5522,25,74932,4,220,18,Food,1
5523,45,50930,1,277,20,Shopping,1
5524,47,35249,10,159,11,Utilities,0
5525,26,38699,5,154,8,Food,0
5526,56,67661,5,253,26,Travel,0
5527,48,59315,9,249,22,Travel,1
5528,38,47406,14,140,21,Food,0
5529,64,46419,13,173,27,Travel,1
5530,51,47407,13,284,10,Shopping,1
5531,48,68585,1,220,18,Entertainment,0
5532,42,38165,17,239,17,Shopping,1
5533,29,31798,8,142,17,Travel,1
5534,18,77252,3,232,1,Entertainment,1
5535,39,50375,17,129,27,Shopping,0
5536,57,48810,12,101,22,Travel,1
5537,54,60064,18,236,4,Shopping,0
5538,64,35166,14,271,11,Travel,1
5539,18,61257,11,187,9,Utilities,1
5540,18,44259,16,172,9,Food,1
5541,59,66885,4,285,3,Travel,0
5542,59,26993,18,190,6,Shopping,0
5543,38,56759,7,196,6,Travel,1
5544,32,46531,11,284,10,Travel,1
5545,34,39430,16,182,10,Shopping,1
5546,39,61570,16,167,17,Shopping,1
5547,55,47775,3,240,15,Entertainment,0
5548,52,56990,9,164,25,Travel,1
5549,62,68985,8,192,4,Utilities,1
5550,33,61872,7,134,22,Food,0
5551,25,33794,17,209,10,Travel,1
5552,64,41873,11,203,28,Shopping,1
5553,34,56889,4,248,8,Entertainment,0
5554,34,61908,4,242,1,Travel,1
5555,43,44135,5,227,24,Utilities,1
5556,30,52967,8,219,22,Shopping,0
5557,34,52873,10,196,17,Utilities,1
5558,55,54963,17,230,12,Utilities,1
5559,34,32315,6,144,12,Food,0
5560,31,28774,9,82,25,Food,0
5561,62,16111,10,258,13,Travel,0
5562,23,51583,8,233,25,Food,1
5563,52,29537,15,193,26,Travel,0
5564,63,82050,18,253,14,Travel,1
5565,31,59811,5,163,8,Shopping,1
5566,64,32271,18,164,14,Shopping,0
5567,25,67026,1,157,7,Entertainment,0
5568,32,67062,2,228,17,Food,0
5569,44,68280,10,120,11,Entertainment,0
5570,30,37878,6,161,1,Utilities,1
5571,48,60740,19,214,8,Travel,1
5572,52,68535,11,139,13,Travel,1
5573,23,73562,18,166,26,Shopping,0
5574,22,27143,16,89,24,Utilities,0
5575,39,46735,8,230,17,Travel,1
5576,40,37339,4,165,24,Travel,0
5577,42,77961,11,145,24,Utilities,1
5578,51,57365,10,135,12,Utilities,0
5579,43,63368,16,179,26,Travel,0
5580,64,57145,12,120,16,Utilities,0
5581,22,55629,3,297,10,Food,0
5582,43,37050,11,80,29,Utilities,1
5583,37,43302,16,177,16,Entertainment,0
5584,23,51072,3,205,28,Entertainment,1
5585,23,40271,10,161,3,Travel,0
5586,35,37502,16,210,1,Travel,0
5587,21,46914,7,160,19,Shopping,1
5588,34,40922,15,276,24,Utilities,0
5589,31,50747,15,144,8,Entertainment,1
5590,31,43356,10,82,16,Shopping,0
5591,30,39727,3,135,28,Travel,0
5592,24,36085,6,219,15,Food,1
5593,61,50091,18,194,7,Utilities,0
5594,32,63324,5,237,2,Shopping,1
5595,36,59763,16,225,13,Food,0
5596,60,27096,13,168,5,Travel,0
5597,64,62896,3,175,10,Entertainment,1
5598,61,59657,15,180,8,Shopping,1
5599,52,63309,6,294,13,Shopping,0
5600,34,66254,4,234,19,Travel,1
5601,52,39085,15,294,6,Travel,0
5602,36,45502,18,242,18,Entertainment,1
5603,37,76856,9,196,8,Entertainment,1
5604,53,75965,4,149,9,Entertainment,0
5605,52,48851,16,210,17,Food,1
5606,49,59046,18,196,4,Food,0
5607,61,60358,5,195,22,Travel,1
5608,57,76364,13,189,18,Shopping,0
5609,41,55179,6,97,6,Food,0
5610,34,31815,19,263,11,Travel,0
5611,24,42859,12,197,23,Food,1
5612,60,97003,15,129,22,Entertainment,0
5613,18,31120,9,224,10,Travel,0
5614,52,50754,7,157,26,Entertainment,0
5615,49,84703,14,228,11,Utilities,0
5616,53,38003,19,244,8,Shopping,0
5617,30,9096,16,250,21,Entertainment,0
5618,23,11855,4,191,3,Shopping,0
5619,31,38086,12,179,2,Travel,1
5620,54,23555,18,168,18,Utilities,0
5621,32,65557,8,163,2,Shopping,0
5622,64,54022,17,199,26,Food,0
5623,21,17992,3,189,12,Travel,1
5624,57,26069,4,158,5,Utilities,0
5625,33,68602,10,142,26,Food,1
5626,45,52897,16,194,4,Food,0
5627,33,71504,2,178,16,Utilities,0
5628,21,66785,12,142,14,Entertainment,0
5629,62,32742,16,241,2,Utilities,0
5630,43,63229,10,288,21,Utilities,1
5631,45,58442,5,248,7,Utilities,0
5632,49,20574,12,163,21,Shopping,1
5633,62,29570,3,197,11,Entertainment,1
5634,19,86565,12,277,24,Travel,1
5635,48,36085,1,141,12,Food,1
5636,20,56172,2,239,22,Shopping,1
5637,25,47140,11,127,29,Entertainment,0
5638,41,52755,12,284,25,Utilities,1
5639,32,48132,7,178,26,Shopping,0
5640,60,64477,1,311,5,Shopping,1
5641,48,64084,13,286,24,Food,1
5642,26,51768,13,194,16,Travel,1
5643,56,36432,2,164,22,Entertainment,1
5644,62,41468,10,209,7,Entertainment,0
5645,19,26361,1,190,28,Entertainment,0
5646,25,44983,7,179,8,Utilities,0
5647,24,23503,13,117,4,Utilities,0
5648,61,53282,2,174,4,Shopping,1
5649,56,54439,7,144,27,Travel,0
5650,59,65078,17,227,6,Food,0
5651,33,31698,5,249,2,Food,0
5652,52,32717,11,237,9,Travel,1
5653,47,72870,11,217,28,Entertainment,0
5654,27,29469,11,157,8,Travel,1
5655,55,80768,17,210,18,Food,0
5656,35,36141,19,239,28,Utilities,0
5657,22,36246,8,170,12,Travel,0
5658,46,62642,14,205,16,Shopping,0
5659,56,58240,10,192,1,Utilities,1
5660,51,74623,7,283,26,Shopping,1
5661,60,21630,2,242,20,Shopping,1
5662,62,58004,17,230,27,Travel,0
5663,40,49310,1,114,4,Shopping,0
5664,22,33849,13,208,14,Entertainment,1
5665,47,78222,19,192,18,Travel,0
5666,23,53530,14,191,5,Food,1
5667,63,49057,18,121,28,Entertainment,0
5668,61,56810,14,145,3,Utilities,1
5669,21,24074,15,196,19,Travel,1
5670,46,31270,14,255,12,Food,1
5671,40,45010,5,170,26,Food,0
5672,23,54746,16,180,28,Travel,0
5673,49,69119,5,289,19,Entertainment,0
5674,59,36726,13,185,20,Food,0
5675,35,33300,16,193,11,Travel,1
5676,32,57521,15,194,21,Travel,0
5677,57,47961,5,132,20,Shopping,1
5678,49,21180,6,228,9,Travel,0
5679,26,36224,13,167,20,Food,1
5680,54,47273,16,198,27,Shopping,1
5681,27,47686,10,222,23,Food,0
5682,37,51347,2,297,26,Entertainment,0
5683,23,30495,13,134,27,Entertainment,1
5684,20,48034,17,243,5,Food,1
5685,59,64206,1,243,10,Utilities,0
5686,28,6685,4,168,9,Utilities,1
5687,60,45764,18,229,25,Utilities,1
5688,34,25070,6,282,13,Food,1
5689,49,49516,12,161,29,Travel,0
5690,21,27428,13,212,29,Shopping,0
5691,21,52011,2,220,8,Travel,0
5692,34,74399,17,226,22,Food,1
5693,58,35308,10,238,13,Travel,1
5694,36,37483,19,208,28,Entertainment,0
5695,22,42952,5,225,27,Shopping,0
5696,49,54780,12,154,22,Food,0
5697,39,34714,18,208,28,Shopping,1
5698,23,44296,9,176,18,Utilities,0
5699,52,39957,11,138,23,Utilities,0
5700,39,43002,4,174,9,Entertainment,1
5701,18,54956,10,213,9,Food,1
5702,37,58265,1,221,2,Utilities,1
5703,39,27847,2,136,25,Shopping,0
5704,28,54897,9,153,7,Shopping,1
5705,30,97186,18,236,5,Entertainment,0
5706,59,73163,16,225,21,Utilities,1
5707,20,40372,14,244,6,Travel,1
5708,26,51978,4,268,13,Utilities,0
5709,29,49496,2,226,24,Entertainment,0
5710,40,56891,12,179,18,Utilities,0
5711,31,43666,5,205,3,Food,1
5712,50,45962,4,282,10,Entertainment,1
5713,35,39037,15,338,23,Travel,1
5714,58,66431,3,223,3,Shopping,0
5715,26,54664,17,226,1,Utilities,0
5716,40,54778,8,236,6,Shopping,1
5717,27,68275,12,201,23,Entertainment,1
5718,36,68497,8,258,16,Shopping,1
5719,64,65667,5,250,25,Food,1
5720,22,68047,6,217,17,Entertainment,0
5721,64,73440,5,184,27,Entertainment,0
5722,40,35500,8,123,16,Utilities,1
5723,47,45519,18,236,25,Entertainment,0
5724,42,60634,4,210,10,Food,0
5725,45,36717,4,163,7,Utilities,1
5726,51,44551,5,143,8,Food,1
5727,62,52916,15,233,3,Travel,1
5728,64,46547,6,119,5,Utilities,0
5729,42,50990,16,214,19,Entertainment,0
5730,27,32819,14,242,7,Entertainment,0
5731,31,49433,14,227,18,Entertainment,0
5732,59,52010,16,180,22,Travel,1
5733,63,74225,4,137,26,Food,1
5734,47,45970,11,229,18,Entertainment,1
5735,58,40246,19,260,25,Shopping,1
5736,42,60694,19,171,6,Entertainment,1
5737,31,2378,8,225,5,Utilities,1
5738,52,45239,10,279,6,Utilities,1
5739,51,42294,5,216,29,Shopping,0
5740,27,53913,16,180,28,Travel,1
5741,52,68693,3,252,6,Utilities,0
5742,28,73269,10,163,22,Travel,0
5743,28,53704,13,135,26,Travel,1
5744,38,26724,7,240,22,Shopping,0
5745,38,42287,12,179,25,Utilities,0
5746,39,43931,14,184,23,Entertainment,0
5747,62,55508,10,168,11,Travel,0
5748,24,50843,9,176,17,Travel,1
5749,34,39675,12,270,26,Utilities,0
5750,19,31225,3,283,9,Utilities,1
5751,29,36971,13,289,22,Shopping,0
5752,59,36419,6,254,16,Food,0
5753,35,74323,6,223,10,Food,1
5754,28,38455,19,128,15,Food,1
5755,33,50902,7,190,8,Travel,0
5756,35,64526,4,307,14,Shopping,1
5757,52,52923,5,178,16,Food,1
5758,43,33709,1,275,19,Utilities,1
5759,33,64776,18,202,3,Travel,1
5760,23,55312,17,66,13,Travel,1
5761,61,17217,9,232,28,Utilities,0
5762,60,68685,9,263,9,Shopping,1
5763,64,63100,10,197,12,Shopping,0
5764,64,55077,17,261,25,Food,0
5765,59,74521,13,116,5,Utilities,0
5766,29,62757,4,130,21,Entertainment,1
5767,30,66919,18,210,19,Shopping,0
5768,21,65546,18,223,7,Food,1
5769,56,61355,9,267,7,Travel,1
5770,19,23136,3,231,19,Shopping,1
5771,43,24927,7,140,8,Entertainment,0
5772,44,62762,15,210,6,Travel,1
5773,44,68474,9,230,3,Travel,0
5774,32,39422,9,106,22,Utilities,1
5775,25,33293,4,197,1,Utilities,0
5776,24,53939,18,183,6,Shopping,0
5777,64,28219,17,167,23,Entertainment,1
5778,63,47466,6,224,20,Utilities,1
5779,57,44673,7,142,20,Food,1
5780,29,46633,10,220,19,Travel,0
5781,30,78266,10,227,21,Food,1
5782,60,40490,6,254,28,Travel,0
5783,34,50801,6,143,13,Food,0
5784,34,30317,19,124,27,Travel,0
5785,53,64105,8,213,17,Utilities,1
5786,38,47306,9,185,22,Food,1
5787,25,67674,1,345,18,Shopping,1
5788,22,13143,16,222,20,Shopping,1
5789,43,49128,6,202,6,Entertainment,0
5790,33,51981,8,191,11,Entertainment,0
5791,53,63672,15,139,27,Entertainment,1
5792,45,40370,12,228,6,Food,1
5793,46,61802,10,196,28,Travel,0
5794,64,42088,16,196,26,Entertainment,1
5795,29,51406,15,204,7,Utilities,0
5796,54,63829,11,211,1,Shopping,0
5797,47,36053,7,113,28,Shopping,1
5798,40,61108,8,241,22,Utilities,0
5799,33,55023,11,157,25,Shopping,0
5800,31,44994,9,193,24,Food,0
5801,27,39976,7,264,8,Utilities,1
5802,24,18487,15,288,27,Food,0
5803,62,48796,15,114,14,Shopping,1
5804,54,45019,16,201,22,Utilities,0
5805,46,59586,3,213,20,Utilities,1
5806,20,58069,16,124,1,Utilities,0
5807,32,66051,15,240,5,Shopping,0
5808,53,66600,1,205,29,Shopping,0
5809,64,97333,14,209,5,Shopping,0
5810,63,57704,11,154,14,Entertainment,1
5811,36,37092,3,220,7,Entertainment,0
5812,30,62392,9,241,17,Travel,0
5813,59,74088,6,206,29,Utilities,1
5814,38,57123,16,174,11,Shopping,0
5815,54,18135,11,178,22,Utilities,0
5816,44,58330,18,211,7,Food,1
5817,46,40551,17,202,1,Food,0
5818,37,30171,17,245,15,Shopping,1
5819,42,52800,3,175,19,Entertainment,0
5820,23,27112,19,139,10,Travel,1
5821,53,65347,15,217,9,Entertainment,0
5822,19,60963,10,176,13,Utilities,1
5823,39,48699,8,239,24,Entertainment,1
5824,49,41748,17,200,13,Shopping,1
5825,33,47238,4,232,26,Entertainment,0
5826,35,34836,8,149,6,Food,0
5827,22,48844,2,207,8,Shopping,1
5828,53,7333,8,165,12,Shopping,0
5829,47,51330,7,138,2,Shopping,1
5830,62,51713,9,156,29,Entertainment,1
5831,36,62677,18,172,16,Food,0
5832,40,54497,17,262,29,Entertainment,1
5833,51,64660,1,171,12,Utilities,0
5834,30,58205,12,136,23,Travel,1
5835,60,65547,4,206,18,Travel,0
5836,46,89321,17,201,3,Travel,1
5837,53,56300,7,175,18,Utilities,1
5838,39,52760,3,191,11,Utilities,0
5839,64,67805,1,248,5,Utilities,0
5840,53,42976,19,233,13,Food,0
5841,26,48212,2,229,10,Shopping,1
5842,56,56314,6,140,21,Utilities,1
5843,36,51086,11,344,22,Travel,0
5844,55,51018,4,252,15,Travel,0
5845,23,63496,1,225,6,Entertainment,0
5846,64,24559,11,141,16,Shopping,0
5847,32,80501,16,247,23,Utilities,0
5848,37,57288,6,174,8,Shopping,0
5849,26,43996,11,190,20,Utilities,0
5850,49,74420,8,115,25,Travel,0
5851,21,51553,1,137,3,Shopping,0
5852,35,51948,14,221,5,Shopping,0
5853,22,46779,2,250,15,Utilities,1
5854,37,72015,6,234,3,Utilities,0
5855,40,49859,9,232,15,Shopping,1
5856,28,41623,14,196,2,Utilities,1
5857,54,64981,8,179,12,Shopping,1
5858,39,67744,3,214,27,Entertainment,1
5859,21,74099,10,241,5,Shopping,1
5860,46,59503,18,200,9,Food,1
5861,61,67193,9,260,22,Shopping,1
5862,51,46111,9,189,4,Entertainment,0
5863,30,65386,19,150,23,Entertainment,0
5864,59,61137,13,199,26,Travel,1
5865,26,57956,1,205,21,Travel,1
5866,59,26643,17,195,28,Food,1
5867,48,44177,4,264,7,Utilities,1
5868,24,49314,4,240,16,Utilities,1
5869,21,57973,16,128,13,Entertainment,0
5870,36,86011,16,276,2,Entertainment,1
5871,59,62888,15,62,2,Travel,1
5872,47,37849,6,307,9,Entertainment,0
5873,48,42796,5,185,15,Shopping,1
5874,52,70847,10,190,4,Shopping,1
5875,38,42136,7,196,17,Food,1
5876,48,65280,7,219,9,Shopping,0
5877,36,51758,10,199,15,Food,1
5878,48,47504,10,193,1,Travel,0
5879,49,42364,15,265,27,Shopping,0
5880,19,4303,6,228,2,Food,0
5881,27,58096,2,152,9,Utilities,1
5882,19,34218,8,237,11,Food,1
5883,19,28724,15,226,19,Shopping,1
5884,41,53716,18,172,27,Food,1
5885,34,65443,5,239,1,Travel,0
5886,49,24547,4,192,19,Entertainment,0
5887,33,65050,10,188,9,Utilities,1
5888,33,36451,19,187,28,Travel,1
5889,63,59733,14,78,2,Utilities,1
5890,56,58684,13,173,5,Utilities,0
5891,48,46900,10,235,17,Food,1
5892,60,50448,6,198,26,Entertainment,0
5893,41,44056,13,135,1,Food,1
5894,18,53953,11,248,14,Food,1
5895,28,53820,15,185,12,Shopping,0
5896,38,36141,2,138,23,Food,0
5897,21,29632,15,310,26,Entertainment,0
5898,24,65125,19,147,10,Travel,0
5899,43,53060,17,243,19,Food,0
5900,64,63047,18,161,15,Entertainment,1
5901,29,39943,6,206,1,Food,1
5902,48,37633,15,154,1,Utilities,0
5903,34,34822,17,138,29,Food,1
5904,50,47288,9,226,11,Shopping,0
5905,28,53486,12,220,11,Utilities,0
5906,45,41842,5,257,5,Entertainment,1
5907,49,73472,14,198,3,Food,1
5908,18,40367,8,311,11,Utilities,0
5909,64,53731,17,213,4,Utilities,0
5910,45,36754,9,228,6,Travel,1
5911,59,39903,3,132,18,Utilities,1
5912,24,48704,7,169,7,Entertainment,1
5913,19,37510,12,225,21,Food,0
5914,59,51341,3,195,24,Utilities,0
5915,41,56603,9,209,4,Entertainment,0
5916,21,66400,14,159,14,Travel,0
5917,61,33801,18,206,28,Food,0
5918,36,52517,11,205,8,Shopping,0
5919,43,49070,4,140,20,Utilities,1
5920,28,22277,8,232,11,Utilities,1
5921,57,33068,18,114,14,Travel,1
5922,60,57124,13,209,21,Entertainment,1
5923,28,29710,4,288,3,Travel,0
5924,62,48898,10,234,11,Entertainment,1
5925,20,18163,8,233,4,Food,0
5926,29,48455,12,155,9,Utilities,0
5927,20,19197,19,288,5,Shopping,1
5928,59,40931,12,268,13,Travel,1
5929,44,43433,2,157,20,Shopping,0
5930,19,51845,8,176,4,Shopping,1
5931,33,46211,13,262,7,Utilities,0
5932,19,31461,1,289,2,Utilities,1
5933,47,31741,3,136,20,Shopping,1
5934,37,25788,2,149,19,Food,0
5935,55,53097,8,192,7,Shopping,1
5936,45,52435,3,91,20,Entertainment,0
5937,42,60041,15,200,24,Entertainment,0
5938,49,42497,2,259,21,Entertainment,1
5939,27,23984,17,128,25,Entertainment,0
5940,59,45260,6,206,9,Travel,1
5941,57,50165,1,170,19,Food,1
5942,50,32528,4,281,25,Travel,1
5943,30,33952,19,171,20,Travel,1
5944,58,56763,7,275,25,Entertainment,0
5945,59,51509,14,170,28,Food,0
5946,64,66993,14,238,2,Food,1
5947,54,75831,10,212,21,Shopping,1
5948,33,27457,7,193,16,Travel,0
5949,62,43716,16,160,6,Food,0
5950,39,51854,4,216,19,Utilities,1
5951,37,55453,7,177,18,Travel,1
5952,60,65238,15,165,17,Food,1
5953,44,60929,17,273,11,Utilities,1
5954,58,67076,3,227,23,Utilities,0
5955,33,50920,16,232,4,Utilities,1
5956,51,40572,2,180,24,Entertainment,1
5957,49,79249,7,190,8,Shopping,1
5958,43,52299,16,187,24,Shopping,0
5959,42,46372,9,216,18,Food,1
5960,19,33916,12,232,13,Food,0
5961,29,52392,1,198,21,Shopping,1
5962,57,65067,14,160,8,Utilities,1
5963,26,42493,11,238,10,Food,0
5964,29,47999,18,201,18,Entertainment,1
5965,43,53737,5,127,18,Entertainment,1
5966,26,57082,15,93,17,Shopping,0
5967,27,46102,7,214,16,Food,0
5968,49,44095,14,158,6,Food,0
5969,51,42338,8,221,14,Utilities,0
5970,37,33401,4,161,5,Food,1
5971,56,38447,3,206,15,Shopping,1
5972,19,38043,12,181,13,Food,0
5973,18,26867,18,287,16,Food,1
5974,53,64894,15,247,16,Entertainment,1
5975,41,55393,11,267,17,Shopping,1
5976,44,52133,11,201,27,Travel,1
5977,19,69568,12,241,24,Shopping,1
5978,48,60767,19,204,24,Shopping,1
5979,31,38155,17,273,5,Travel,1
5980,19,67600,6,196,11,Travel,0
5981,46,64583,8,130,15,Entertainment,1
5982,32,33231,15,100,3,Utilities,0
5983,29,63541,10,283,8,Shopping,1
5984,54,42991,15,223,3,Shopping,1
5985,45,64957,12,227,29,Shopping,0
5986,37,44930,11,274,4,Shopping,0
5987,56,42000,18,117,27,Entertainment,0
5988,41,43545,5,182,14,Shopping,0
5989,38,35417,12,188,23,Travel,0
5990,27,27794,5,237,23,Travel,0
5991,63,12515,10,165,20,Food,1
5992,31,34179,14,139,25,Entertainment,1
5993,54,89459,16,139,6,Food,0
5994,35,57173,5,257,24,Shopping,1
5995,41,77963,11,162,23,Entertainment,0
5996,31,45226,19,172,4,Entertainment,0
5997,51,42975,8,231,12,Utilities,0
5998,29,75748,19,165,2,Utilities,0
5999,39,55636,18,114,27,Food,1
6000,23,35670,12,120,29,Food,0
6001,53,59493,13,197,18,Travel,1
6002,62,68763,18,224,14,Travel,1
6003,53,28581,15,189,8,Travel,1
6004,39,56969,15,221,8,Entertainment,1
6005,31,29574,12,119,12,Shopping,0
6006,33,67951,9,122,1,Food,0
6007,53,53460,19,312,29,Travel,0
6008,42,59444,12,261,1,Entertainment,1
6009,49,46738,5,238,4,Utilities,0
6010,50,23275,10,167,17,Shopping,0
6011,62,43378,7,188,10,Utilities,0
6012,53,63947,11,199,1,Utilities,0
6013,37,79904,8,265,26,Shopping,0
6014,35,54234,7,220,11,Entertainment,1
6015,55,39704,16,226,21,Utilities,1
6016,20,58035,16,191,17,Entertainment,0
6017,40,62598,14,239,10,Utilities,1
6018,49,51991,15,215,28,Travel,1
6019,62,51068,9,202,6,Shopping,1
6020,33,53204,16,162,4,Food,1
6021,22,50653,16,194,26,Shopping,0
6022,21,54466,5,146,13,Utilities,1
6023,38,77413,3,197,27,Utilities,1
6024,57,19500,13,204,11,Travel,1
6025,31,46423,8,79,5,Travel,1
6026,56,36014,17,188,14,Shopping,0
6027,48,67712,5,141,25,Food,1
6028,31,47886,6,224,2,Shopping,0
6029,23,58395,2,231,3,Food,0
6030,29,71409,14,178,29,Entertainment,1
6031,33,33784,4,227,3,Utilities,0
6032,34,42087,3,229,11,Entertainment,0
6033,62,69861,9,188,9,Shopping,0
6034,40,33184,18,276,19,Food,0
6035,31,42593,12,163,10,Food,0
6036,24,25994,9,273,21,Entertainment,1
6037,63,70450,18,188,6,Travel,0
6038,49,41281,13,157,22,Travel,1
6039,32,55267,14,182,6,Entertainment,1
6040,61,60139,10,145,1,Travel,1
6041,34,37951,3,239,22,Food,1
6042,58,21439,7,119,1,Shopping,1
6043,64,46708,18,269,22,Travel,1
6044,61,46462,16,153,29,Food,1
6045,51,49092,17,241,26,Shopping,1
6046,22,49175,6,201,22,Food,1
6047,62,42518,12,213,19,Utilities,0
6048,44,41936,19,170,3,Shopping,0
6049,40,54465,3,217,6,Utilities,1
6050,57,37642,3,206,2,Travel,1
6051,31,48570,18,127,15,Travel,0
6052,32,41555,11,151,12,Food,1
6053,60,54434,6,172,21,Entertainment,1
6054,50,66628,19,162,10,Food,0
6055,48,67240,5,262,19,Utilities,1
6056,52,69339,13,200,21,Shopping,0
6057,34,44988,5,161,13,Entertainment,1
6058,45,46249,3,175,3,Food,1
6059,36,30965,19,174,18,Utilities,1
6060,63,44861,17,185,20,Utilities,1
6061,40,45397,3,146,5,Travel,1
6062,49,40742,15,159,22,Food,0
6063,57,40673,17,238,13,Food,1
6064,30,24534,13,209,29,Utilities,1
6065,37,29871,14,192,14,Food,0
6066,52,50668,16,200,15,Travel,1
6067,22,51231,11,197,18,Entertainment,1
6068,26,57245,17,189,29,Utilities,1
6069,46,46116,5,225,14,Travel,0
6070,23,50174,15,222,19,Travel,0
6071,42,68757,18,121,3,Shopping,1
6072,48,49206,16,193,22,Entertainment,1
6073,39,40518,14,124,1,Travel,0
6074,19,32135,14,231,23,Shopping,1
6075,62,61962,13,238,29,Shopping,0
6076,22,24449,1,169,24,Food,1
6077,44,37423,6,194,7,Travel,0
6078,42,56278,11,94,20,Utilities,0
6079,25,21401,11,248,7,Food,1
6080,18,40784,16,235,17,Entertainment,0
6081,37,51937,3,257,29,Utilities,1
6082,61,44249,17,274,15,Utilities,0
6083,40,35259,14,138,13,Shopping,1
6084,49,41098,2,244,24,Travel,0
6085,28,62254,9,273,26,Shopping,1
6086,56,77470,8,125,15,Shopping,0
6087,64,52092,11,191,26,Travel,0
6088,41,20175,7,181,3,Travel,1
6089,28,58521,2,242,25,Travel,1
6090,46,44054,4,80,17,Shopping,0
6091,43,33568,14,290,16,Travel,0
6092,33,37995,13,194,22,Travel,1
6093,52,38633,13,245,1,Utilities,0
6094,37,28837,13,196,24,Shopping,1
6095,63,49053,5,224,14,Travel,1
6096,20,77422,12,83,3,Shopping,1
6097,18,33512,6,180,20,Entertainment,1
6098,64,76960,14,242,28,Food,1
6099,18,53121,8,214,22,Utilities,1
6100,34,48606,8,118,4,Utilities,0
6101,19,45170,7,203,24,Shopping,1
6102,46,37907,17,159,9,Travel,0
6103,37,54377,11,154,21,Shopping,1
6104,23,57829,10,123,1,Food,1
